,Northeast,South,West,SalesID,ProductGroup_BL,ProductGroup_MG,ProductGroup_SSL,ProductGroup_TEX,ProductGroup_TTT,ProductGroup_WL,SalePrice,YearMade,MachineHoursCurrentMeter
200,0,0,0,1140089,0,0,1,0,0,0,18000,2003,891.0
201,0,1,0,1140090,0,0,0,0,0,1,36000,1997,16707.0
202,0,0,1,1140096,0,0,0,0,0,1,8500,1994,11578.0
203,0,1,0,1140103,0,0,0,1,0,0,20500,2002,6292.0
204,0,1,0,1140112,0,0,0,1,0,0,61000,2000,6681.0
205,1,0,0,1140115,0,0,0,1,0,0,42000,1997,10154.0
206,0,0,1,1140127,1,0,0,0,0,0,39000,2003,1862.0
207,0,1,0,1140134,0,0,1,0,0,0,9500,2001,3850.0
208,0,0,1,1140136,1,0,0,0,0,0,24000,2006,970.0
209,0,1,0,1140142,0,0,0,0,0,1,71000,2007,2092.0
210,0,1,0,1140146,0,0,1,0,0,0,12000,1999,1719.0
211,0,1,0,1140161,0,0,0,1,0,0,71000,2005,993.0
212,1,0,0,1140166,0,0,0,1,0,0,75000,2006,3337.0
213,0,0,0,1140170,0,0,0,0,1,0,18000,1982,8128.0
214,0,1,0,1140174,0,0,0,0,1,0,14500,1997,7654.0
215,0,0,0,1140175,0,0,1,0,0,0,8500,1996,3117.0
216,0,1,0,1140177,1,0,0,0,0,0,30500,2003,275.0
217,0,1,0,1140191,0,0,0,1,0,0,25000,1998,2750.0
218,0,1,0,1140197,0,0,0,0,0,1,20500,1976,342.0
219,0,0,1,1140199,1,0,0,0,0,0,36000,2004,6021.0
220,0,0,0,1140206,0,0,0,1,0,0,27000,1994,7482.0
221,0,0,1,1140210,0,0,0,0,0,1,81000,1998,14967.0
222,0,1,0,1140211,0,0,0,1,0,0,75000,2001,7099.0
223,1,0,0,1140212,0,0,0,1,0,0,35500,2007,2213.0
224,0,1,0,1140215,0,0,0,0,1,0,30000,2001,9224.0
225,0,0,1,1140216,0,0,0,0,1,0,52000,2006,2189.0
226,0,1,0,1140217,0,0,0,0,1,0,39000,2005,763.0
227,0,1,0,1140219,0,0,0,0,0,1,42000,2000,9519.0
228,0,0,0,1140225,1,0,0,0,0,0,23000,1998,2961.0
229,0,0,1,1140227,0,0,1,0,0,0,11000,2004,2252.0
230,0,0,1,1140228,0,0,0,1,0,0,17000,2005,130.0
231,0,1,0,1140230,0,0,0,0,0,1,77000,1994,6699.0
232,0,1,0,1140231,1,0,0,0,0,0,34000,2000,1666.0
233,0,0,1,1140232,0,0,0,1,0,0,77000,2005,2647.0
234,0,0,1,1140233,1,0,0,0,0,0,19500,2004,1601.0
235,0,1,0,1140234,0,0,1,0,0,0,18500,2005,759.0
236,0,0,0,1140235,0,0,0,1,0,0,14000,2001,1596.0
237,0,0,1,1140236,0,0,0,1,0,0,54000,2007,970.0
238,0,1,0,1140237,0,0,0,0,1,0,38000,2002,6290.0
239,0,1,0,1140252,0,0,0,0,1,0,97000,2006,2977.0
240,0,0,1,1140256,0,1,0,0,0,0,121000,2004,3478.0
241,0,0,1,1140261,0,0,0,1,0,0,109000,2002,7052.0
242,0,0,0,1140264,0,0,1,0,0,0,14000,2001,908.0
243,0,1,0,1140266,0,0,0,0,1,0,33000,2004,1374.0
244,0,0,0,1140267,0,0,0,1,0,0,16000,2005,675.0
245,0,1,0,1140271,0,1,0,0,0,0,26000,1996,11604.0
246,0,0,1,1140274,1,0,0,0,0,0,11500,1994,4650.0
247,0,1,0,1140282,1,0,0,0,0,0,36000,2000,1260.0
248,0,0,1,1140285,0,0,0,1,0,0,40000,2003,6109.0
249,0,0,1,1140291,0,0,1,0,0,0,13500,1999,868.0
250,0,1,0,1140295,0,0,0,0,0,1,10000,1990,1145.0
251,0,0,0,1140301,0,0,0,1,0,0,33000,2007,1362.0
252,0,1,0,1140304,0,0,0,0,1,0,45000,2001,5101.0
253,0,0,0,1140306,0,0,0,0,1,0,34000,1998,3550.0
254,0,1,0,1140309,0,0,0,1,0,0,86000,2000,9003.0
255,0,0,1,1140312,1,0,0,0,0,0,24500,2000,4050.0
256,0,0,0,1140316,0,0,0,1,0,0,23000,2005,407.0
257,0,0,1,1140321,0,0,1,0,0,0,10000,2004,1426.0
258,0,0,0,1140326,0,0,0,0,0,1,89000,2005,8995.0
259,0,0,0,1140333,0,0,1,0,0,0,11500,2002,2895.0
260,0,0,1,1140338,0,0,0,1,0,0,37000,1997,7859.0
261,0,1,0,1140339,0,0,0,0,0,1,26000,2005,1470.0
262,0,0,0,1140343,1,0,0,0,0,0,38000,2001,1344.0
263,1,0,0,1140346,1,0,0,0,0,0,30500,2001,800.0
264,0,0,0,1140350,0,0,1,0,0,0,17500,2000,1539.0
265,0,1,0,1140362,0,0,0,1,0,0,9000,2003,505.0
266,0,1,0,1140367,1,0,0,0,0,0,12500,1993,6924.0
267,0,0,1,1140373,0,0,0,1,0,0,13000,1989,7115.0
268,0,0,0,1140376,0,0,0,0,0,1,18500,1997,28112.0
269,1,0,0,1140377,0,0,1,0,0,0,16500,2002,616.0
270,0,1,0,1140393,0,0,0,0,0,1,62500,1991,6181.0
271,0,0,1,1140396,1,0,0,0,0,0,23000,1998,3075.0
272,0,1,0,1140404,0,0,0,0,0,1,58000,2000,8467.0
273,0,0,1,1140405,0,0,1,0,0,0,12500,2003,2126.0
274,0,1,0,1140409,0,0,0,1,0,0,14750,2004,399.0
275,0,1,0,1140410,0,0,0,0,0,1,68000,2005,1877.0
276,0,1,0,1140411,0,0,1,0,0,0,10000,1999,7066.0
277,0,0,0,1140413,0,0,0,1,0,0,36000,1997,6349.0
278,0,0,0,1140419,0,0,0,0,1,0,50000,2006,1418.0
279,0,1,0,1140421,0,0,0,0,0,1,53000,2002,18196.0
280,0,0,1,1140424,0,0,0,0,1,0,68000,1997,5007.0
281,0,1,0,1140425,0,0,0,1,0,0,11000,2007,120.0
282,0,0,0,1140426,0,0,0,0,1,0,41000,1999,1255.0
283,0,1,0,1140429,0,0,0,0,1,0,72000,2004,1068.0
284,0,1,0,1140434,1,0,0,0,0,0,26500,2001,5130.0
285,0,1,0,1140435,0,0,0,0,1,0,53000,2005,559.0
286,0,0,0,1140442,0,1,0,0,0,0,141000,2000,7990.0
287,0,0,0,1140443,0,0,0,1,0,0,9500,2001,527.0
288,0,1,0,1140445,0,0,1,0,0,0,11000,2004,502.0
289,0,1,0,1140449,0,0,0,0,1,0,21500,1995,8675.0
290,0,1,0,1140452,1,0,0,0,0,0,28500,2006,2289.0
291,0,0,0,1140459,0,0,0,1,0,0,19500,2001,2464.0
292,0,1,0,1140463,0,0,0,0,1,0,93000,2001,1793.0
293,0,1,0,1140465,0,0,1,0,0,0,9500,2004,1968.0
294,0,0,0,1140466,0,0,1,0,0,0,10000,1999,1040.0
295,0,1,0,1140485,0,0,0,1,0,0,13500,1996,10672.0
296,0,1,0,1140486,1,0,0,0,0,0,11350,2008,135.0
297,0,0,1,1140491,0,0,0,1,0,0,37000,1996,13463.0
298,0,0,1,1140492,0,0,0,0,0,1,72000,1994,24827.0
299,0,1,0,1140497,1,0,0,0,0,0,23000,2005,4678.0
300,0,0,0,1140501,0,0,0,0,0,1,32000,1994,4170.0
301,0,1,0,1140503,0,0,0,0,1,0,37000,2004,906.0
302,0,1,0,1140508,0,0,0,0,0,1,59000,2002,2179.0
303,0,0,1,1140510,0,0,0,1,0,0,11000,2005,10925.0
304,0,1,0,1140511,0,0,0,1,0,0,32500,1994,9443.0
305,0,1,0,1140513,0,0,0,1,0,0,67000,2004,9072.0
306,0,1,0,1140519,1,0,0,0,0,0,18000,2000,1657.0
307,0,1,0,1140523,1,0,0,0,0,0,31500,2000,2460.0
308,0,1,0,1140524,0,0,0,0,1,0,37000,2000,2929.0
309,0,1,0,1140525,0,0,0,0,1,0,72000,1995,14002.0
310,0,0,1,1140527,0,0,0,0,0,1,72000,2002,2784.0
311,0,0,1,1140536,0,0,0,1,0,0,40000,2002,11778.0
312,0,0,1,1140540,0,0,1,0,0,0,6000,2001,1316.0
313,0,0,0,1140546,1,0,0,0,0,0,38500,2004,2197.0
314,0,1,0,1140549,0,0,0,0,0,1,19500,1999,2820.0
315,0,1,0,1140553,0,0,1,0,0,0,11000,2005,926.0
316,0,0,1,1140566,0,0,0,1,0,0,32000,1992,847.0
317,0,1,0,1140578,0,0,0,0,1,0,89000,2002,2764.0
318,0,0,0,1140583,0,0,1,0,0,0,15000,2003,1033.0
319,0,0,1,1140584,0,0,0,1,0,0,95000,2000,7543.0
320,0,1,0,1140590,0,0,0,1,0,0,61000,2007,2338.0
321,0,1,0,1140591,0,0,0,1,0,0,64000,1998,9201.0
322,0,1,0,1140597,0,0,0,0,1,0,78000,2002,6137.0
323,0,1,0,1140604,0,0,0,0,1,0,36000,2004,1575.0
324,0,1,0,1140614,0,0,0,0,0,1,57000,1997,12682.0
325,1,0,0,1140622,0,0,0,1,0,0,28000,2000,7541.0
326,0,1,0,1140623,1,0,0,0,0,0,18000,1995,5811.0
327,0,1,0,1140628,0,0,0,1,0,0,7500,2002,2161.0
328,1,0,0,1140629,0,0,0,1,0,0,23500,2001,7361.0
329,0,0,0,1140638,0,0,1,0,0,0,14000,2003,907.0
330,0,0,0,1140641,0,0,0,0,1,0,31500,1998,3723.0
331,0,1,0,1140646,0,0,0,0,1,0,62000,2003,1659.0
332,0,0,0,1140652,0,0,0,0,0,1,49000,1995,35782.0
333,0,0,1,1140654,1,0,0,0,0,0,18000,2004,6.0
334,0,1,0,1140656,0,0,1,0,0,0,9000,2004,3068.0
335,0,0,0,1140660,0,0,0,1,0,0,40000,1999,9189.0
336,0,0,0,1140662,0,0,1,0,0,0,6250,1999,852.0
337,0,1,0,1140664,0,0,0,0,0,1,35000,2004,3593.0
338,0,0,1,1140667,0,0,0,1,0,0,17000,2004,5850.0
339,0,1,0,1140669,1,0,0,0,0,0,28500,2000,5193.0
340,0,1,0,1140671,0,0,0,0,0,1,95000,1999,12827.0
341,0,0,0,1140673,0,0,0,0,0,1,44000,1997,4729.0
342,0,1,0,1140679,0,0,0,1,0,0,24000,2002,4559.0
343,0,1,0,1140685,0,0,0,0,1,0,19000,1989,5225.0
344,0,1,0,1140689,0,0,0,1,0,0,34000,2005,3150.0
345,0,1,0,1140698,0,0,0,1,0,0,43000,1996,12759.0
346,0,0,1,1140699,0,0,0,0,1,0,15000,1997,6073.0
347,0,1,0,1140702,0,0,1,0,0,0,18500,2006,201.0
348,0,1,0,1140703,0,0,0,0,1,0,48000,1995,17309.0
349,1,0,0,1140716,0,0,1,0,0,0,10000,2004,739.0
350,0,1,0,1140720,0,0,0,1,0,0,65000,2005,2288.0
351,0,0,1,1140742,0,0,0,0,1,0,34000,2005,2396.0
352,0,1,0,1140747,0,0,0,0,1,0,51000,2000,3600.0
353,0,1,0,1140749,0,0,0,1,0,0,44000,1996,914.0
354,0,1,0,1140753,0,0,0,0,0,1,25000,2000,9132.0
355,0,0,1,1140757,1,0,0,0,0,0,37000,2005,6997.0
356,0,0,1,1140759,1,0,0,0,0,0,16500,2002,2207.0
357,0,0,1,1140763,0,0,0,0,1,0,29000,2005,996.0
358,0,0,0,1140765,0,0,0,1,0,0,8000,1999,1759.0
359,0,1,0,1140770,0,0,0,0,1,0,25500,2004,4745.0
360,0,0,1,1140771,0,0,1,0,0,0,6750,2002,2393.0
361,0,0,1,1140774,0,0,1,0,0,0,18500,2005,469.0
362,0,1,0,1140783,0,0,0,0,0,1,19000,1991,6820.0
363,0,1,0,1140784,0,0,0,0,1,0,30000,2005,1630.0
364,0,1,0,1140785,0,0,0,0,0,1,13000,1998,1694.0
365,0,0,0,1140786,0,0,0,1,0,0,57000,2000,6495.0
366,1,0,0,1140789,0,0,0,0,1,0,25500,2003,1819.0
367,0,0,1,1140792,1,0,0,0,0,0,11500,2000,6108.0
368,1,0,0,1140793,0,0,0,1,0,0,37000,2006,1971.0
369,0,0,1,1140801,0,0,0,1,0,0,69000,2001,5046.0
370,0,1,0,1140802,0,0,0,0,1,0,34000,1996,8303.0
371,0,1,0,1140808,0,0,0,0,0,1,29000,1998,11709.0
372,0,1,0,1140814,0,0,0,0,1,0,18000,1999,4034.0
373,0,0,0,1140817,0,0,1,0,0,0,19000,2004,244.0
374,0,1,0,1140826,0,0,0,1,0,0,12000,2005,1185.0
375,0,1,0,1140828,0,0,0,1,0,0,89000,2004,9275.0
376,0,1,0,1140831,0,0,0,0,1,0,40000,2004,453.0
377,0,1,0,1140832,0,0,0,0,1,0,13000,1996,644.0
378,0,1,0,1140847,0,1,0,0,0,0,74000,1993,11369.0
379,0,1,0,1140858,0,0,0,0,0,1,87000,2006,2605.0
380,0,0,0,1140860,0,0,0,0,0,1,50500,1997,4655.0
381,0,0,1,1140868,0,0,1,0,0,0,8000,2005,2295.0
382,0,1,0,1140871,1,0,0,0,0,0,38000,2004,1669.0
383,0,1,0,1140878,0,0,0,0,0,1,62000,2001,5232.0
384,0,1,0,1140880,0,0,0,0,0,1,74000,2005,8677.0
385,0,1,0,1140882,0,0,1,0,0,0,18500,2001,1055.0
386,0,0,1,1140898,0,0,1,0,0,0,17500,2003,209.0
387,0,0,1,1140904,1,0,0,0,0,0,33000,2005,2771.0
388,1,0,0,1140913,0,0,0,0,0,1,70000,2005,10946.0
389,0,0,0,1140914,0,0,0,1,0,0,23000,2002,1723.0
390,0,1,0,1140916,0,0,0,1,0,0,64000,2003,6984.0
391,0,0,1,1140917,0,0,0,0,0,1,17000,1988,6648.0
392,0,0,0,1140920,0,0,1,0,0,0,13500,2005,360.0
393,0,1,0,1140923,1,0,0,0,0,0,26000,1999,1866.0
394,0,1,0,1140928,0,0,0,1,0,0,19500,2005,171.0
395,0,1,0,1140930,0,0,1,0,0,0,5000,1996,2102.0
